,,Male,,,,,,,,,,Female,,,,,,,,,,Total Sex,,,,,,,,,
,,Total - Highest certificate diploma or degree,Bachelor's degree,Degree in medicine dentistry veterinary medicine or optometry,Master's degree,Earned doctorate,No certificate diploma or degree,Secondary (high) school diploma or equivalency certificate,University certificate diploma or degree,Apprenticeship or trades certificate or diploma,College CEGEP or other non-university certificate or diploma,Total - Highest certificate diploma or degree,Bachelor's degree,Degree in medicine dentistry veterinary medicine or optometry,Master's degree,Earned doctorate,No certificate diploma or degree,Secondary (high) school diploma or equivalency certificate,University certificate diploma or degree,Apprenticeship or trades certificate or diploma,College CEGEP or other non-university certificate or diploma,Total - Highest certificate diploma or degree,Bachelor's degree,Degree in medicine dentistry veterinary medicine or optometry,Master's degree,Earned doctorate,No certificate diploma or degree,Secondary (high) school diploma or equivalency certificate,University certificate diploma or degree,Apprenticeship or trades certificate or diploma,College CEGEP or other non-university certificate or diploma
NOC_YEAR,NOC_CODE,G1EA1,G1EA12,G1EA14,G1EA15,G1EA16,G1EA2,G1EA4,G1EA6,G1EA8,G1EA9,G2EA1,G2EA12,G2EA14,G2EA15,G2EA16,G2EA2,G2EA4,G2EA6,G2EA8,G2EA9,G3EA1,G3EA12,G3EA14,G3EA15,G3EA16,G3EA2,G3EA4,G3EA6,G3EA8,G3EA9
2016,2174,82160,84309,0,88199,86497,0,71901,85389,80853,75424,79805,79752,0,83041,85225,0,69502,81168,0,74173,81405,83144,0,86906,86371,0,71709,84259,79266,75357
2016,2175,57379,60614,0,70070,0,0,45706,61806,46358,54371,58499,59035,0,69194,0,0,49029,60182,0,57153,57932,60246,0,69740,0,0,46183,61114,40770,54979
2016,2211,65142,63265,0,67554,75974,0,56898,64713,74212,68617,56394,56388,0,60918,73048,0,46219,59186,39199,58387,60855,59430,0,63914,74838,0,51170,61729,62826,65671
2016,2212,70597,92295,0,0,0,0,55847,75430,61519,77519,58336,45775,0,0,0,0,0,50361,0,66147,68931,69569,0,62878,0,0,55219,69122,58528,75735
2016,2221,61606,61643,0,69599,73565,0,53261,68646,53335,58864,61369,63728,0,68608,0,0,39708,65078,0,53007,61533,63212,0,68983,73646,0,45740,66236,46946,57800
2016,2222,74427,75429,0,70668,0,0,64220,74888,0,79450,65801,71532,0,59596,0,0,53979,70848,0,64420,71327,74043,0,66416,0,0,61037,73256,0,73963
2016,2223,63591,64749,0,0,0,0,71839,64668,0,62588,58345,55640,0,0,0,0,0,62625,0,51032,63172,64607,0,59549,0,0,62604,64110,0,62181
2016,2224,74798,73293,0,74165,0,0,56332,74246,0,76518,62538,64571,0,0,0,0,0,66630,0,0,73342,66919,0,74732,0,0,56494,73517,0,76314
2016,2225,49880,52567,0,57100,0,38372,43249,54016,50046,54347,43759,52005,0,60387,0,0,28410,53071,35387,36845,48831,52314,0,58363,0,37483,42888,53783,49404,52357
2016,2231,68505,63636,0,82413,0,0,60063,64338,72723,70488,66628,64957,0,81977,0,0,69006,68427,0,64399,68187,64339,0,82182,0,0,61336,65885,67809,69609
2016,2232,74186,71361,0,82332,0,0,64969,74274,79949,75591,64503,68964,0,0,0,0,44986,69015,0,57819,73695,70991,0,80865,0,0,62127,73340,79678,75355
2016,2233,64904,61271,0,65175,0,0,62498,61332,69588,66584,53381,53475,0,58222,0,0,47038,53426,0,59070,62961,59306,0,63972,0,0,59525,59356,69434,65103
2016,2234,71289,71138,0,74168,0,65221,65479,71154,78892,73264,55347,66832,0,71793,0,0,52532,65294,0,50806,69090,70849,0,73167,0,64433,62486,70108,78368,68527
2016,2241,71455,62633,0,72828,71121,47718,49249,68608,79655,77728,47939,49186,0,53489,0,37994,45633,49181,33540,56712,69499,61287,0,70206,101051,45417,48533,65375,78487,76034
2016,2242,50782,51573,0,49789,0,47904,45985,50056,54248,53161,44958,42495,0,46918,0,37917,46718,42944,0,47518,50426,50654,0,49289,0,46795,46009,49659,54350,52868
2016,2243,86691,68063,0,0,0,0,65318,73076,77765,90798,55963,0,0,0,0,0,0,0,0,56535,85506,81635,0,0,0,0,63105,76801,77487,88509
2016,2244,73243,70549,0,62625,0,0,66957,69557,71901,77977,68682,0,0,0,0,0,0,0,0,68971,72883,70531,0,62625,0,0,67102,69538,70892,77116
2016,2251,59278,59838,0,59006,0,0,46109,58864,0,60581,52097,53517,0,61713,0,0,0,55438,0,46934,57471,58385,0,60055,0,0,42647,58541,0,57496
2016,2252,65914,65261,0,72875,0,0,67160,66797,65099,65135,56204,56779,0,64394,0,0,77346,59445,0,54686,64224,62852,0,67030,0,0,67176,64799,63946,62984
2016,2253,59695,59732,0,59789,0,0,57187,59573,62123,59870,51186,52102,0,55617,0,0,57830,51154,0,50701,56279,54728,0,57587,0,0,57746,54643,62030,56371
2016,2254,53949,49031,0,0,0,0,49794,48992,0,56860,50807,0,0,0,0,0,0,0,0,0,53772,50696,0,0,0,0,51458,48987,0,56875
2016,2255,68378,65779,0,67148,0,0,58041,67262,0,69872,67159,65300,0,72341,0,0,0,65861,0,68754,67621,65524,0,70322,0,0,49329,67104,0,69093
2016,2261,79308,71186,0,0,0,0,68798,69925,88406,83072,59579,0,0,0,0,0,0,0,0,0,78592,70072,0,0,0,0,67290,69054,91818,81603
2016,2262,83799,90369,0,83544,0,0,71134,87196,82447,84461,63295,68269,0,0,0,0,60038,68118,0,74798,79667,80704,0,80684,0,0,64113,80886,85045,81894
2016,2263,80604,81500,0,84912,87659,58407,77877,81153,84521,81264,74800,78358,0,82152,83817,59516,61742,78303,55452,68828,78208,79973,75655,83556,83907,58538,68784,79801,83320,77166
2016,2264,71651,73579,0,69721,0,0,65868,69982,84879,72613,64372,60514,0,0,0,0,63241,60632,0,66137,70757,70053,0,66903,0,0,65764,69675,84602,71473
2016,2271,113149,115578,0,119748,0,0,132962,117094,107775,106486,83649,87903,0,0,0,0,68198,89151,0,81357,109705,110146,0,117120,0,0,130860,112980,107775,101533
2016,2272,125789,125880,0,0,0,0,130183,125684,157915,123813,78040,84955,0,0,0,0,53632,74127,0,79016,113979,116337,0,0,0,0,117302,113877,128391,113697
2016,2273,74914,67848,0,0,0,0,79388,68221,68949,96394,75789,0,0,0,0,0,0,0,0,0,74928,68335,0,0,0,0,78439,68630,68949,76702
2016,2274,93077,97255,0,0,0,0,0,102724,0,87671,0,0,0,0,0,0,0,0,0,0,96877,100068,0,0,0,0,0,102499,0,87671
2016,2275,86675,80951,0,0,0,0,95048,80951,105107,88748,72799,0,0,0,0,0,0,0,0,0,84765,81187,0,0,0,0,94820,81187,105107,84987
2016,2281,70116,72912,0,79630,106852,67647,67722,73999,67839,68677,61297,67041,0,75418,0,39117,56320,67546,35016,61336,68714,71725,0,78214,106959,53113,63505,72990,65009,67568
2016,2282,63854,66914,0,82682,78519,68078,56013,68010,61694,61213,58687,61087,0,57035,0,40439,51482,61058,50995,61840,62941,65506,0,79183,78769,60962,54695,66849,58967,61586
2016,2283,69837,74620,0,68207,0,0,65944,73027,0,68449,67336,67762,0,70214,0,0,65143,67611,0,67552,68657,70986,0,69277,0,0,65656,69231,0,68356
2016,3011,77225,76982,0,89416,0,0,38884,77512,0,80756,77959,79060,0,82254,0,0,43495,79581,47114,74529,77869,78901,0,82986,0,0,43295,79460,39759,75918
2016,3012,84200,79428,92310,90957,0,0,68614,82421,66480,87329,82294,79222,75307,90004,102403,0,71284,80891,61551,85619,82426,79233,78647,90269,100424,0,70448,81039,63446,85766
2016,3111,134910,80139,138773,119784,142517,0,0,134986,0,0,92914,74400,88879,123759,124947,0,0,93038,0,0,122926,76211,127765,120598,140737,0,0,123069,0,0
2016,3112,113747,34379,119577,105964,98030,0,0,113889,0,0,93152,49235,95939,92507,96350,0,0,93163,0,0,102176,35949,108142,96944,96580,0,0,102298,0,0
2016,3113,119960,0,119051,139169,96052,0,0,119905,0,0,98357,0,98000,98497,156698,0,0,98357,0,0,110167,0,109743,121897,109848,0,0,110064,0,0
2016,3114,87625,0,85998,101482,100681,0,0,87625,0,0,81565,43019,82751,73639,93341,0,0,81565,0,0,83052,47197,83135,83560,98299,0,0,83052,0,0
2016,3121,101855,0,101715,0,0,0,0,101855,0,0,72880,0,82661,51470,0,0,0,72880,0,0,85427,0,89929,52143,0,0,0,85427,0,0
2016,3122,58842,56415,58979,59239,52590,0,0,59011,0,49298,50524,29996,62012,0,45360,0,0,50662,0,0,57055,53721,59034,56947,51684,0,0,57428,0,49271
2016,3124,96244,92191,0,99837,0,0,0,96286,0,0,96009,95280,81408,98562,113919,0,0,97052,0,53315,96046,94993,81300,98850,120379,0,50992,96879,0,61324
2016,3125,55268,50229,26192,0,0,0,0,51946,0,83017,50990,50767,48103,60568,0,0,0,51742,0,51039,52760,50406,48021,75326,0,0,0,51827,0,62381
2016,3131,103284,103773,115232,103846,100725,0,0,103714,0,0,100096,100782,95987,103060,103401,0,0,100555,0,51572,101222,102022,98303,103346,102193,0,47608,101703,0,51647
2016,3132,62864,79998,0,0,0,0,0,76532,0,0,67686,69353,0,68776,0,0,38658,70085,0,44112,67663,69828,0,69202,0,0,38729,70764,0,44270
2016,3141,83843,0,0,84302,0,0,0,83843,0,0,78852,60928,0,79570,83894,0,0,78976,0,0,79471,58313,0,80213,83949,0,0,79526,0,0
2016,3142,72532,79378,0,69752,73172,0,0,73108,0,50745,73571,81395,44324,72222,59113,0,0,75156,0,44044,73170,81011,44536,71853,72160,0,0,74514,0,44588
2016,3143,75141,85422,0,70259,0,0,0,80436,0,0,74540,80461,0,72831,0,0,0,75143,0,51695,74579,80821,0,72115,0,0,0,75226,0,51969
2016,3144,43310,43314,0,40016,0,0,0,43408,0,45091,42259,40699,0,52881,0,0,0,42342,0,43121,42277,41173,0,48526,0,0,0,42399,0,43163
2016,3211,80472,78662,0,78453,0,0,44661,78664,0,81771,79452,77957,0,70452,62201,0,58197,77218,0,81138,79607,78030,65623,73815,72030,0,58136,77662,0,81328
2016,3212,50716,49772,0,0,0,0,39897,49148,0,52445,48094,48439,0,55109,0,0,47580,48520,45758,47699,48424,48672,0,55256,0,0,46533,48794,47730,48287
2016,3213,43166,40150,50690,0,0,0,0,50790,0,49864,35267,37731,61693,0,0,0,30191,37859,0,34995,35525,38219,52266,0,0,0,29879,39437,26982,35171
2016,3214,86563,84523,0,0,0,0,0,84988,0,87734,82677,83343,0,73037,0,0,0,83082,0,82127,83318,83537,0,87062,0,0,38746,83397,0,83696
2016,3215,85856,83118,0,81264,0,0,81896,83504,104999,86795,79794,78643,0,87139,0,0,70422,79902,0,79821,81209,79943,81553,86976,0,0,70780,81081,102216,81293
2016,3216,78263,67248,78212,0,0,0,0,72000,0,84163,73773,74313,68439,71753,0,0,0,70909,0,79153,74059,72489,70478,71900,0,0,0,70975,0,80039
2016,3217,63817,0,0,0,0,0,0,66276,0,56967,58360,59342,0,0,0,0,55907,59437,0,58004,59128,62674,0,0,0,0,56053,62639,0,57863
2016,3219,49204,47354,51086,58265,0,0,43968,51114,0,48701,39771,39458,35173,41173,0,0,36159,40364,41569,41492,40770,41055,36396,53561,0,0,36357,42213,44172,42060
2016,3221,47390,52793,0,0,0,0,0,59241,0,43084,41584,0,0,0,0,0,0,0,0,35445,43610,52793,0,0,0,0,44464,52916,0,42254
2016,3222,59037,0,0,0,0,0,0,71626,0,52147,58257,58806,46820,0,0,0,39515,57823,54839,58522,58281,58805,53096,0,0,0,39515,58204,54839,58508
2016,3223,51702,54888,0,0,0,40111,48075,49910,66372,52191,45559,46293,0,0,0,50145,38398,46176,0,46563,48656,53118,0,0,0,45049,42185,49734,53981,49083
2016,3231,56711,49135,0,0,0,0,32638,50332,0,58562,53023,56167,0,0,0,0,38210,51580,0,55760,54382,54094,54393,45475,0,0,33850,51084,53364,57022
2016,3232,24041,14739,23998,33200,21572,0,16015,21906,0,33449,18372,20846,17111,16612,0,0,31654,17076,0,18822,21142,17016,22347,25216,16460,0,20213,19051,18319,22953
2016,3233,59085,58410,58994,0,0,0,58737,58787,0,59245,55711,58093,0,59846,0,0,53247,56969,56364,55678,56185,58108,59047,57769,0,0,53355,57837,56856,56103
2016,3234,93911,95622,0,89468,0,0,64031,95521,82078,93999,85932,91355,0,0,0,0,49554,91657,56659,85697,91256,93670,0,102166,0,0,58800,93638,79370,91200
2016,3236,30764,33042,0,0,0,0,0,31544,0,29957,29889,33327,19498,30120,0,0,19803,31101,26188,29579,30047,33180,19501,20807,0,0,15279,31543,25300,29583
2016,3237,44217,37661,0,0,0,0,36077,35531,0,47342,39678,43940,0,0,0,34415,36463,41387,39531,38762,40655,43794,0,26140,0,34415,36437,41076,39531,41409
2016,3411,36258,0,0,0,0,0,0,31564,0,29272,38396,40492,41746,29898,0,0,41810,40525,39682,37802,38355,40421,40426,29948,0,36376,41410,40349,39797,37776
2016,3413,44736,44521,0,52753,0,43802,45662,45043,44566,44336,40751,41882,43703,49617,93977,38609,40410,42400,40830,40640,41089,42222,43648,50936,84489,39354,41332,42723,40969,40863
2016,3414,48041,49166,0,58330,0,0,43820,49821,49859,50041,39843,38929,0,57818,0,39495,37468,41752,36957,41290,41379,41169,0,58305,0,38212,38379,44424,39600,43166
2016,4011,130441,79736,144898,103053,134127,0,0,130441,0,0,117129,72255,81368,93474,121436,0,0,117091,0,0,124878,76395,144813,99714,128489,0,0,124858,0,0
2016,4012,19060,13831,0,13155,45239,0,46794,16921,0,55680,38566,31973,41449,23078,52569,0,46270,33893,0,57567,28166,18965,24184,16978,49890,0,46732,22929,0,56541
2016,4021,86193,83631,0,101208,96540,63233,73376,90499,91811,82665,76016,73273,0,95760,96832,40570,55048,85690,38363,61020,81315,77974,0,96877,96646,56487,63942,88086,83250,71801
2016,4031,92494,91402,0,94902,94925,0,71869,92611,95026,86840,88580,88929,0,88289,94047,0,39596,89039,45661,43909,90220,89806,83060,92006,94857,0,43590,90443,87022,58576
2016,4032,87979,88557,0,87282,74211,0,56025,88243,0,47538,83773,85213,0,83161,94744,24748,37447,85235,30693,39184,84759,86101,83515,84035,93740,24812,38621,86010,31500,39292
2016,4033,70055,69015,0,76718,0,0,0,72486,0,59270,66930,67180,0,74120,0,0,63093,69020,0,55919,67619,67506,0,75020,81495,0,63128,70098,0,57611
2016,4111,305363,305562,0,288165,0,0,0,305363,0,0,305894,305672,0,305946,0,0,0,305894,0,0,305567,305596,0,305590,0,0,0,305567,0,0
2016,4112,136811,140403,161208,138489,122068,0,0,136832,0,0,121318,124600,97216,123644,99993,0,0,121289,0,0,129663,133061,131430,131854,112962,0,0,129659,0,0
2016,4151,85992,54603,0,69521,113107,0,0,85992,0,0,70688,49892,0,66315,101655,0,0,70595,0,0,73955,50455,0,66834,104579,0,0,73883,0,0
2016,4152,64883,64344,0,75246,0,0,49392,69334,0,52752,68240,67302,0,76076,77534,0,54868,71389,55690,56430,67513,66897,0,75960,77549,0,54393,71062,55623,55622
2016,4153,54598,55953,0,62781,0,44309,61216,56751,0,53644,54503,55090,0,64147,74792,36575,45827,57283,0,49854,54530,55131,0,63483,46043,38313,51649,57151,38805,50788
2016,4154,54398,50109,0,59740,69906,39103,44721,57102,37993,49005,52331,43411,0,59469,63153,0,37018,55190,0,38870,53944,49309,0,59614,69329,38823,44070,56632,36199,45153
2016,4155,76171,76110,0,82375,0,0,0,76155,0,0,75928,75965,0,76017,0,0,0,75955,0,51951,76003,76011,0,76237,0,0,0,76016,0,63094
2016,4156,51062,51758,0,50653,0,0,42442,51842,0,49909,50905,53867,0,54233,0,0,47202,54252,0,47686,50966,53269,0,52892,0,0,46389,53516,0,48547
2016,4161,89654,90870,0,95880,102867,0,63726,94503,57655,80804,81902,82326,0,85186,95869,0,63202,83876,0,69890,85673,86192,0,91262,96753,0,63698,89971,53620,74824
2016,4162,94141,87442,0,98524,112613,0,79739,95843,0,80812,83173,81086,0,91227,100943,0,76936,86649,0,74801,88421,84905,0,96167,111616,0,77283,91895,0,76101
2016,4163,73091,72570,0,89885,93233,0,62325,76089,77867,66538,62246,63657,0,72738,65696,0,60895,65053,62096,56469,66657,67611,0,80825,73882,0,61566,69852,73169,59997
2016,4164,78543,74642,0,85622,102992,0,71762,79760,0,70982,73174,73595,0,79911,74070,0,66090,76242,0,66684,74861,73965,0,81688,85929,0,67169,77484,0,67331
2016,4165,77360,74174,125629,78728,85912,0,58454,78436,0,68766,71418,70567,61953,78241,84306,0,56809,75086,47857,57583,72767,71327,78989,78363,85638,0,56870,76251,48452,59839
2016,4166,75335,73031,0,80066,70738,0,71857,76462,0,71376,67913,63695,0,76875,75457,0,66221,70127,0,62514,69850,65716,0,77969,75036,0,66580,72119,0,63709
2016,4167,60478,62362,0,62126,0,0,43258,62136,0,60514,59014,60286,0,56134,0,0,49397,60125,0,58282,59255,61262,0,60028,0,0,48120,60910,44128,58865
2016,4168,88900,90884,0,97496,101872,0,75042,94381,0,78094,82529,82630,0,95420,87388,0,70554,86978,0,68392,84515,84630,0,96913,100501,61562,70872,90505,70320,75275
2016,4169,74274,76950,0,64922,89805,0,105564,74474,0,64024,65653,68348,0,62595,73723,0,0,65745,0,48333,68421,72115,0,63515,82283,0,95483,68952,0,53332
2016,4211,50792,49025,0,49648,0,0,51882,50801,0,50948,53762,51732,0,59939,0,49411,54922,52000,56078,54301,53391,51040,0,54793,0,45548,54420,51615,51972,53940
2016,4212,50093,54196,0,61410,0,35583,48007,54939,42431,48536,51138,54740,54902,63353,67343,41035,49099,55074,45677,49521,50932,54676,52967,62368,57008,39779,48543,55043,45308,49264
2016,4214,37582,42122,0,0,0,0,27590,42021,0,43538,34347,35182,0,33729,0,22612,27491,34953,30358,35915,34391,35315,0,33774,0,23006,27516,35084,30352,35972
2016,4215,53178,53231,0,0,0,0,0,54670,0,52748,48740,46963,0,58843,0,0,45878,50524,0,46797,49174,47819,0,64177,0,0,43914,51142,0,47697
2016,4216,31917,34853,0,18160,0,47882,31637,27899,17225,42368,32054,27035,0,46560,0,33986,34893,27640,33108,34666,31992,29846,0,25929,17006,34007,32583,27885,27335,39824
2016,4217,40967,43344,0,54281,56070,0,56579,44635,0,39444,36914,31039,0,43689,0,0,36787,38809,0,36600,39053,40131,0,46244,61463,23054,39027,41079,0,37640
2016,4311,107406,107945,0,109896,0,0,108705,108382,107441,106303,100043,101947,0,95135,0,0,97307,101525,98941,99853,105854,106543,0,105341,0,0,106788,106726,106232,105008
2016,4312,102763,102379,0,89586,0,45854,107907,102604,104989,100886,93325,93828,0,0,0,0,91539,93626,0,92750,102119,101515,0,89446,0,45854,107685,101589,105007,100489
2016,4313,67645,69169,0,86939,0,64338,66991,72763,67810,68071,65296,67738,0,63472,0,62439,64402,66835,64956,65489,67294,68424,0,84435,0,64281,66512,69898,67697,67715
2016,4411,19368,21324,0,0,0,10046,17215,0,0,20951,18390,22398,0,20353,0,11851,16424,22454,17594,17791,18410,22375,0,20389,0,11558,16433,22451,17667,17933
2016,4412,37338,37449,0,55045,0,24852,39422,40476,33324,36735,33124,31375,0,34448,0,25968,30822,31564,35026,35403,33625,32381,37438,36855,0,25885,31992,32673,34984,35613
2016,4413,41385,47361,0,41789,0,0,41155,41345,0,41430,38695,37805,0,40623,0,25052,39318,38469,38746,38929,38933,38094,0,40636,0,25052,39494,38555,38753,39263
2016,4421,53657,0,0,0,0,0,51110,0,0,64396,46329,0,0,0,0,0,0,0,0,56206,53098,46335,0,0,0,0,39878,52005,0,64312
2016,4422,79632,79303,0,79306,0,0,79967,80123,83591,79350,78210,79792,0,0,0,0,79877,79556,0,77594,79208,79739,0,79250,0,0,79924,79714,82741,78655
2016,4423,70916,72376,0,67662,0,0,69844,72470,69593,71229,66260,68856,0,56112,0,0,57831,69113,59222,66444,69406,71902,0,63901,0,0,68667,71902,67415,69642
2016,5111,77219,62160,0,79741,0,0,0,77684,0,0,72515,51798,0,76844,0,0,40298,74988,0,58121,73514,53855,0,77395,78628,0,40214,75326,0,58201
2016,5112,68088,61365,0,71333,0,0,0,72238,0,0,61379,56576,0,64977,0,0,0,60956,0,66625,62647,57926,0,68848,99722,0,0,64971,0,62649
2016,5113,71208,0,0,67891,0,0,0,68091,0,0,59690,51189,0,62633,0,0,0,62488,0,55546,62185,69276,0,65328,0,0,0,65323,0,58645
2016,5121,56107,63112,0,37107,64819,10507,33012,59220,51082,58067,52846,54450,0,58439,55587,0,36289,55559,0,53583,54124,57966,0,51318,55639,11671,36148,56450,48811,54008
2016,5122,56762,55314,0,67640,49437,0,54567,56039,0,60725,52765,54972,0,53461,43887,0,49258,54090,0,49203,54622,54980,0,56171,43940,0,50063,54839,0,55230
2016,5123,57970,70189,0,61204,0,0,57899,68420,0,48508,62760,62790,0,73468,0,0,0,64441,0,51986,60789,67234,0,66344,0,0,71710,66980,0,49675
2016,5125,50769,54904,0,53545,0,0,0,54834,0,48002,62455,68419,0,64319,0,0,0,66157,0,54493,57977,63611,0,57912,0,43115,17974,62188,0,51454
2016,5131,58506,66690,0,66481,0,41704,46642,66668,15275,54991,64645,64103,0,60575,0,0,68785,64349,0,66273,60788,64733,0,64489,0,45131,55397,65086,16670,57867
2016,5132,36157,39036,0,50042,0,0,17617,36287,0,17697,39478,39549,0,42743,0,0,0,39611,0,0,36423,39157,0,46695,0,90686,16569,39019,0,20044
2016,5133,16295,15398,0,24947,41198,17588,15095,16714,0,16832,17793,18315,0,16221,0,0,11503,18624,0,19132,16988,17711,0,20089,40964,15448,15040,18236,0,16971
2016,5134,25707,0,0,0,0,0,25664,17320,0,0,25822,30566,0,0,0,0,19625,31717,0,35908,25785,25815,0,0,0,0,19915,25831,0,35898
2016,5135,18487,18430,0,0,0,0,11073,20241,0,19924,15210,8188,0,0,0,0,0,11207,0,27983,17572,17549,0,35125,0,0,10693,18224,0,22890
2016,5136,26521,29690,0,25007,0,15002,17392,28830,63253,30819,11292,12384,0,13673,0,0,12589,12400,0,6651,16980,16350,0,17517,0,16453,15036,16880,36445,19015
2016,5211,56186,54828,0,0,0,0,0,54969,0,59072,53227,53024,0,53921,0,0,53671,53128,0,53555,53837,53171,0,56326,0,0,55142,53931,0,53791
2016,5212,39403,31150,0,0,0,0,34574,42890,0,57619,44362,45819,0,50347,0,0,42784,50703,0,39990,42872,44394,0,50824,0,0,34624,50388,0,49700
2016,5221,25959,26336,0,37179,0,23260,22819,25348,32951,28864,21150,18471,0,25266,0,0,20824,18140,0,22235,23528,21237,0,25294,0,23652,21920,21174,32875,25899
2016,5222,49813,45494,0,0,0,0,45100,32337,0,60700,39236,38505,0,0,0,0,0,36985,0,41797,48362,45316,0,0,0,0,43450,36887,0,57876
2016,5223,53939,51578,0,0,0,35402,68007,53884,0,50217,52386,58289,0,0,0,0,62979,58361,0,52098,53917,53807,0,0,0,44567,63931,53974,0,51802
2016,5224,68010,68808,0,82874,0,0,66055,68299,0,66796,67163,0,0,0,0,0,0,0,0,54185,67944,68898,0,83159,0,0,63183,68477,0,66623
2016,5225,52076,54674,0,83815,0,52100,50251,56839,39909,52602,61655,64540,0,0,0,0,0,62554,0,48247,52594,56295,0,76839,0,52100,51398,57219,39903,52542
2016,5226,64367,76958,0,99379,0,61154,55720,75253,48120,64808,61625,63779,0,75543,0,0,50830,63912,70155,61143,63639,69921,0,80697,0,60982,55615,67805,62475,63586
2016,5227,53891,50447,0,0,0,34104,60455,51735,58001,53692,45334,46188,0,0,0,0,55233,44158,0,45593,48351,46330,0,57584,0,33214,59621,46233,55208,49200
2016,5231,47987,73019,0,0,0,32676,44263,72826,0,48448,47835,48492,0,0,0,0,41929,58144,0,49519,47972,65338,0,0,0,32697,44228,63168,0,48598
2016,5232,24027,24752,0,0,0,16034,22797,24024,0,26407,18638,31291,0,0,0,0,16042,31270,0,0,22823,27568,0,71724,0,10911,18882,27448,0,25230
2016,5241,49288,48923,0,55341,0,42509,41175,48961,37370,51314,44305,46880,0,56033,0,37156,39930,47344,44096,42555,46661,47885,0,55669,0,41303,40846,48202,44089,47075
2016,5242,47916,48135,0,41061,0,30087,41589,48358,32199,55290,42780,44014,0,43471,0,44660,36338,43630,32710,42713,43687,44921,0,43296,0,42321,38857,44812,32255,44502
2016,5243,44131,45720,0,0,0,0,37961,47253,0,52935,35735,38784,0,60261,0,21672,30311,37574,27539,38214,38195,42078,0,29595,0,24804,33360,38837,30494,40146
2016,5244,28004,25999,0,0,0,20094,31540,23014,18917,30133,25369,25419,0,16566,0,28901,25722,25417,28122,23661,26265,25435,0,15420,0,26308,28007,25239,22463,24771
2016,5245,50938,0,0,0,0,0,0,0,0,0,37434,0,0,0,0,0,0,0,0,0,49735,0,0,0,0,0,0,0,0,53859
2016,5251,39984,0,0,0,0,0,40131,0,0,0,30547,0,0,0,0,0,0,0,0,0,32475,0,0,0,0,0,30543,71404,0,0
2016,5252,47522,46556,0,64104,0,0,44937,47924,0,49407,37257,44550,0,31653,0,0,27313,37832,0,43191,42996,45557,0,42614,0,0,40841,44752,33403,44640
2016,5253,46114,0,0,0,0,0,42667,63264,0,0,0,0,0,0,0,0,0,0,0,0,46126,0,0,0,0,0,42638,63395,0,0
2016,5254,30509,35742,0,39511,0,16096,28057,34581,24501,29815,30956,34478,0,32269,0,25579,22608,33584,19139,32731,30786,34723,0,38435,0,25217,25582,33871,22565,31654
2016,6211,43941,49137,0,43086,0,43011,42104,48902,45144,43734,32460,33161,0,36810,0,31088,32149,33707,30215,32996,36854,40480,0,41260,0,34593,35729,40684,39747,37845
2016,6221,84091,100572,0,119022,87949,64534,69877,101533,70593,80024,68195,88100,0,89489,69473,58861,56859,87846,44748,60646,80301,96913,0,108144,85655,64281,66159,97602,68174,75094
2016,6222,51841,56642,0,66966,0,35126,44419,58561,47685,57054,46533,54458,0,81141,0,32166,42884,54657,33871,45413,48369,55092,0,71638,0,32982,43618,55925,38160,49347
2016,6231,57857,63076,0,61009,0,49961,55218,61647,55660,56222,50251,52968,0,44741,0,52307,50570,52228,48737,49135,52400,56849,0,51621,0,51525,51514,56385,49232,50724
2016,6232,40424,43666,17801,41403,15583,39948,36030,41910,32372,41775,40934,44774,0,31505,0,39967,39867,42901,38353,38975,40580,44237,22160,38825,15691,39958,37499,42156,33980,40578
2016,6235,54634,57857,0,87553,89794,54138,49364,61368,21367,47515,49094,48652,0,54868,0,47408,50348,49575,48532,47524,50717,52602,0,68854,57561,49575,50187,54046,45819,47523
2016,6311,29248,30226,0,32595,0,29388,27035,30723,28312,32886,26448,28736,0,26259,0,26209,25570,27751,27904,27452,27129,29830,0,27067,0,26697,25948,29024,28300,29062
2016,6312,45988,0,0,0,0,0,0,0,0,0,36664,36435,0,0,0,33255,36454,44062,0,41061,38246,41788,0,0,0,33760,37151,42926,40125,41838
2016,6313,54558,49112,0,0,0,0,54009,49689,0,56678,45761,56955,0,0,0,0,43066,56780,0,46607,49663,52000,0,0,0,45155,47580,50268,48725,51278
2016,6314,51761,52543,0,76193,0,38174,49135,54120,0,56907,49962,50167,0,60613,0,45514,50319,50462,45754,49781,50511,50719,0,61296,0,41898,49707,51744,43838,51553
2016,6315,52894,55841,0,0,0,49837,49862,55846,64070,57445,36921,34457,0,0,0,30205,39203,41244,43448,30766,48717,53371,0,0,0,43239,47273,52754,59416,50672
2016,6316,43010,44606,0,46361,0,36035,41775,44608,52246,44271,41905,42986,0,0,0,38661,40149,46030,44556,40590,42220,44573,0,50124,0,37189,41629,44872,47240,43554
2016,6321,34516,33825,0,34266,0,25311,29999,34205,40353,39181,30426,30424,0,26229,0,24381,24422,28991,32298,33756,33535,32893,0,30180,0,25228,28729,33106,38651,37510
2016,6322,26040,28461,0,21088,0,24607,24369,27069,30818,29315,26636,30365,0,24358,0,25796,25142,29151,31478,29628,26265,29226,0,23598,0,25053,24696,28087,30956,29481
2016,6331,40321,36326,0,0,0,40569,39079,38153,43229,39763,28375,0,0,0,0,32046,26991,0,0,28340,39025,36180,0,0,0,38983,38483,36550,43115,37574
